sku;family;groups;categories;attr_70;attr_38;attr_52;attr_23;attr_47;attr_17;attr_98-EUR;attr_98-USD;attr_63;attr_67;attr_67-unit;attr_29;attr_34;attr_54;attr_99;attr_79;attr_8;attr_89;attr_49;attr_20;attr_21;attr_53-en_US;attr_0-en_US-ecommerce;attr_0-en_US-print;attr_97;name;attr_33;attr_28-EUR;attr_28-USD;attr_41;attr_14-ecommerce;attr_14-print;attr_40;attr_13;attr_88;attr_39-en_US;attr_69;attr_58;attr_32;attr_62;attr_62-unit;attr_3-ecommerce;attr_3-print;attr_9-ecommerce;attr_9-print;attr_15;attr_59-ecommerce;attr_59-print;attr_19-EUR;attr_19-USD;attr_18;attr_71-EUR;attr_71-USD;attr_1;attr_86;attr_4;attr_66-EUR;attr_66-USD;attr_36;attr_11-EUR;attr_11-USD;attr_83-EUR;attr_83-USD;attr_43-en_US;attr_76;attr_27;attr_12;attr_78;attr_75-en_US;attr_56;attr_51;attr_46-ecommerce;attr_46-print;attr_96;attr_85;attr_82;attr_90;attr_57-en_US;attr_57-en_US-unit;attr_24;attr_77;attr_60;attr_42;attr_42-unit;attr_25;attr_35;attr_35-unit;attr_50;attr_44;attr_92-ecommerce;attr_92-print;attr_7;attr_30;attr_93;attr_5;attr_91;attr_2;attr_6;attr_68;attr_68-unit;attr_81-en_US-ecommerce;attr_81-en_US-print;attr_22;attr_22-unit;attr_87;attr_31;attr_73;attr_55;attr_48;attr_37;attr_61;attr_61-unit;attr_74;attr_45-en_US;attr_95;attr_95-unit;attr_94-en_US;attr_65;attr_10-EUR;attr_10-USD;attr_80;attr_16;attr_72;attr_26;attr_64;attr_84
id-40;fam_38;;master_3_1_4,master_5_0;;;;;;;;;;134;METER;;;;;;;;;;;;;;;;;;;;;;;;;2003-02-16;;;;;;;;;;;;;;;;;;;;;;;;322;582;;;;;;;;;attr_opt_attr_568;;;;attr_opt_attr_963;;;;;;;;;;;;;;;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Itaque dolorem aut laboriosam et.";;379;142;;;;;;
id-41;fam_7;;master_1_0_2,master_6_0_4;1;2002-11-01;;;;;180;158;attr_opt_attr_631;;;;;159;;1;;;;2011-02-11;;;;;;"Dolor veniam quos at labore necessitatibus aut.";;60;916;;;;;;;;"Est ad consectetur ea quos voluptatem.";;;746;METER;1981-02-04;2001-09-30;;;attr_opt_attr_157;;;;;;650;284;;;;980;461;;;;385;335;;;395;;;;;;;;;;;;;;;;;685;METER;;;;;;;;;;;;attr_opt_attr_910;;;153;METER;;;;;566;"Nulla amet dolores voluptates minima ipsum.";;;;;;;;1;;;"Esse distinctio excepturi voluptates tenetur omnis sunt dolores architecto.";;851;195;;;;;attr_opt_attr_640;"Voluptatem enim praesentium quia."
id-42;fam_45;;master_6_3_6,master_5_2_3;;;;;;"Rerum est aut aut enim.";;;;271;METER;0;attr_opt_attr_348;;0;1;;;attr_opt_attr_492;;attr_opt_attr_216;;attr_opt_attr_03;attr_opt_attr_03;;"Aut eum incidunt dolore.";;;;;;;;;1996-07-01;;;"Hello world!";;388;METER;;;;;;attr_opt_attr_593;attr_opt_attr_597;660;952;;896;413;;;;;;"Rerum eveniet distinctio id omnis rerum omnis et.";;;;;;;922;"In dolor officia deserunt rem ut.";;;;;;;;"Est impedit ducimus velit suscipit sapiente sequi possimus.";;;;;745;;"Et velit velit architecto consequatur eum iste.";987;METER;attr_opt_attr_251;;;;912;;;"Doloribus inventore aut enim explicabo.";;;;;;attr_opt_attr_61;;;;;145;METER;;;;;;;;;0;;;;"Vitae aut est laboriosam.";;705;841;;;0;;;
id-43;fam_10;;master_5_5_6,master_1_3;0;;;attr_opt_attr_233;1984-09-21;;459;735;;;;;;28;;;;;;2012-11-07;;;;;;"Error delectus ut alias.";;;;;;;;;2002-04-14;1984-10-30;;;;254;METER;1977-12-29;1978-11-18;0;0;;;;;;;95;117;;;;1;243;"Commodi molestiae minima nobis aliquid.";;;498;116;;132;;;;;;;;;;;;;;;;;;;;attr_opt_attr_256;;;;;"Voluptas animi labore odio culpa cum et ut.";"Nulla perspiciatis autem consequatur aut quae.";"Possimus quod ex repellat ea voluptate vero rerum corporis.";;;;;13;attr_opt_attr_64;;;;;847;METER;;"Sed et sit voluptas ullam laborum beatae.";;;;;;;0;;;;"Voluptatum ut ducimus ut eligendi qui aut qui.";574;;;;;;;;
id-44;fam_12;;master_6_1_0,master_2_5_6;;1979-12-05;attr_opt_attr_527;;2004-11-22;;;;;;;0;;;;;;;attr_opt_attr_490;1975-06-05;;;;;;"Sit illo aut officiis autem dolores exercitationem soluta quos.";;544;2;;661;993;;1;2009-08-24;;;;;122;METER;;;0;0;attr_opt_attr_151;;;20;79;;;;;959;;;;;;;;;;;528;;;"Expedita similique fuga ut amet nesciunt officia nobis.";;;;;attr_opt_attr_967;;;;;;;;;;;;;;;;;;"Sequi autem labore totam.";;;88;attr_opt_attr_915;;;900;METER;0;0;;;604;;;;;;;;;;200;METER;"Totam unde ullam nesciunt.";710;16;462;;;1;;attr_opt_attr_648;
id-45;fam_13;;master_5_1_3,master_2_4_1;;;;attr_opt_attr_230;;;;;;;;;;;;;;;;;;;;;;"Laborum quibusdam adipisci in ad adipisci dolores.";;;;;;;;;2010-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;924;330;1990-03-28;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_251;;;;;;;;;;;;;;;;0;1;454;METER;;;;;;;;;;;;;;;;;;;;;;
id-46;fam_18;;master_3_4,master_1_3_2;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_217;;;;;;;;;;;;;;;1974-12-11;;"Hello world!";;;;;;;;;;;;;;;;;;;;;;116;167;;;;;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;"Quam delectus possimus quod sint aliquam minima aut nostrum.";443;;;;;;;;
id-47;fam_4;;master_3_0_0,master_6;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1975-02-19;1987-03-04;1984-11-01;;;;;;;;;;;;;;;0;;"Sed rem voluptate qui dicta dolore dolorem.";"Autem architecto adipisci cumque voluptas.";;;;;;;;;;;;;;;"Laborum non voluptatibus dolores autem.";;;;;;;;;;;;;;;;;;;;
id-48;fam_29;;master_0_6,master_4_0_2;;;;attr_opt_attr_232;;;;;attr_opt_attr_639;;;1;;536;0;1;;;;;;;;;;"Accusantium et et officia expedita.";;;;;;;;1;;;"Omnis natus consequuntur nisi optio labore mollitia perferendis.";"Hello world!";;942;METER;1981-09-25;2015-04-08;0;1;attr_opt_attr_152;attr_opt_attr_598;attr_opt_attr_592;741;373;;375;590;;;;275;914;;737;104;;;2005-12-10;;;;;"Quae distinctio illo minima aperiam doloremque laudantium.";;;;;;;;;;;;;"Et delectus molestias esse ad voluptates consequatur laudantium.";978;METER;;811;METER;0;;;;;;;;;;attr_opt_attr_65;575;METER;0;1;;;;;;;;;;;;;389;METER;"Minus atque quia quia quia enim soluta quos.";728;600;672;;;;;;
id-49;fam_19;;master_1_5_6,master_3_6_1;;;attr_opt_attr_526;;2001-03-26;;186;980;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;"Voluptas commodi possimus ut dicta pariatur quod.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;503;METER;;510;METER;;;;;;;;;;;;;;;;;;;"Amet sint non molestias reiciendis.";;;;;;;;;;;;;;;;;;;;
id-50;fam_47;;master_3_2_6,master_2_6_6;;2009-08-30;;attr_opt_attr_238;2000-12-01;;;;;;;;;939;;;;;;2011-08-20;attr_opt_attr_219;;;;;"Ea temporibus iusto ratione totam et aut ullam.";;;;;;;;;;;;;;560;METER;1991-11-07;2003-03-04;;;;;;;;;;;;520;;;;"Maiores eum aut reiciendis minus mollitia doloremque iste.";;;963;154;;;;;;"Expedita porro ut ut iusto.";;1988-11-21;;;;;;;;;629;;"Qui et vel aperiam ea magnam nobis.";;;;;;1;;;;;;;;;311;attr_opt_attr_62;579;METER;;;387;METER;;;;;;1975-05-12;;;;;983;METER;"Sit quia quae consequuntur aliquam optio et.";;;;;;0;;;
id-51;fam_16;;master_4_4_4,master_4_0_6;0;;;;1977-09-20;;882;753;;;;;;;0;1;;;;;;;attr_opt_attr_04;attr_opt_attr_01;;"Earum quae ipsam dicta beatae.";;;;;;;;;;;;"Hello world!";;;;1983-10-16;1971-02-14;;;;attr_opt_attr_599;attr_opt_attr_595;;;;;;;;;124;910;"Quis consequatur rerum sed voluptatem nostrum.";;;805;810;;194;;"Tempore voluptas eaque natus recusandae.";1;;;1993-12-22;1997-07-14;1985-05-27;;;;;;;750;;;;;attr_opt_attr_256;;;1;;"Sint suscipit et quasi laboriosam.";"Accusamus labore nisi molestiae reprehenderit incidunt at perferendis.";"Voluptas debitis velit facilis voluptate id.";;;;attr_opt_attr_913;;;;;;;191;METER;990;;;;;;;;;1;;;"Voluptatem voluptatem expedita repudiandae hic reprehenderit.";;;;;;;;;"Laborum nesciunt quia eaque hic."
id-52;fam_12;;master_0_0_6,master_0_4;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;645;;;;;;;;;;;349;;;;;;;;;;;;;;;;;;;;;;;;;;"Iure quae tenetur nisi labore nemo.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_649;
id-53;fam_16;;master_4_1_0,master_6_1_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;424;;"Amet alias ut vel consectetur.";;;;1992-05-14;;;;;;;;;;;;;;;;;;493;;;;;;;attr_opt_attr_919;;;;;;;481;METER;;;;;;;;;;0;;;;;;;;;1;;;
id-54;fam_6;;master_5,master_2_5_3;;;;;;;;;;667;METER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;772;;;0;;attr_opt_attr_567;;;;;;;;;;;;;;;attr_opt_attr_255;;;;;;;;;"Voluptate excepturi et magnam rerum qui.";;;;;;;;;;;;;;;;;;;;;222;METER;;;;;;;;;;
id-55;fam_32;;master_5_0_3,master_2_4;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_07;attr_opt_attr_06;;;;860;884;;;;;;;;;;;;;;;;;attr_opt_attr_154;;;343;387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Consequatur occaecati doloribus nihil et illo velit alias.";"Quaerat architecto dolores fuga quo quaerat.";;;"Est quia necessitatibus tenetur voluptatem minima expedita.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_649;
id-56;fam_20;;master_4_2_3,master_1_3_6;;1987-08-03;attr_opt_attr_526;attr_opt_attr_231;;;;;;350;METER;;attr_opt_attr_347;;;;;;;;attr_opt_attr_216;;;;;"Quos ipsa omnis rem voluptas.";;;;;;;;;2000-08-22;;;"Hello world!";;811;METER;;;;;attr_opt_attr_151;;;;;;179;987;;669;"Aut consequatur magni numquam quae veritatis facilis debitis.";241;355;;;;;;;;;"Ab qui qui aut ut odio doloribus.";1;;attr_opt_attr_565;2012-11-23;;;;;;;;;739;;"Aperiam est sunt eum autem provident expedita qui.";184;METER;;833;METER;;;;;;;;;;;;;;1;1;;;;"Repellat soluta nobis exercitationem provident necessitatibus fuga.";;;;;;;0;1;;;;;;;;;0;;;
id-57;fam_6;;master_3_2_0,master_1_4_6;0;1977-10-15;;;;;;;;752;METER;;;;1;;;;;;attr_opt_attr_215;;;;;"Odit suscipit nihil et.";;248;19;;;;;1;;1991-04-05;;;;;;1981-06-24;1981-05-07;;;attr_opt_attr_159;;;;;;;;;;"Ea totam mollitia non id.";;;;388;666;;;;;;;1;;attr_opt_attr_566;2016-03-11;;;;;;;;;;;;;;attr_opt_attr_254;;;0;952;"Fugit occaecati neque dolores in laudantium sit.";"Qui quidem repellat blanditiis est.";"Distinctio quia placeat ipsum deserunt exercitationem voluptatem voluptatem.";;"A dolore et vel magnam deserunt laboriosam.";;attr_opt_attr_910;312;;557;METER;;;;;604;"Itaque voluptatum eaque culpa quas.";;;;;55;METER;0;1;156;METER;;;982;208;;;;;attr_opt_attr_647;
id-58;fam_7;;master_0_1_5,master_0_3_2;;2007-07-03;;;;;;;attr_opt_attr_630;;;;;;;0;;;;1977-09-12;;;;;;;;474;476;;;;;;;2012-12-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;490;;;;;;;;;;;;;;;;;;;;;
id-59;fam_37;;master_3_0_1,master_1_2_0;;;;attr_opt_attr_233;;"Libero aspernatur eum dolorem error nihil eaque.";356;226;attr_opt_attr_638;;;;attr_opt_attr_349;;;;;;attr_opt_attr_493;;;;attr_opt_attr_07;attr_opt_attr_04;;"Et vitae est ut et quae velit voluptatem sapiente.";;;;;;;;;;;"Nulla sunt aut nemo assumenda magnam.";;;;;;;;;;;;;;;591;227;;952;;;;"Omnis nobis maxime rem alias iusto.";971;776;;;1991-02-24;;;"Beatae rerum quo veritatis in ducimus laudantium sed.";;;attr_opt_attr_568;1997-11-19;;;attr_opt_attr_962;;;;;;;;;;;;729;METER;;;"Tempora est amet dolorum architecto aut dolor.";"Quo id ipsa facilis quisquam maiores quia maiores.";;;"Deleniti debitis doloribus esse sequi architecto at.";110;attr_opt_attr_912;;;;;;;769;METER;447;;;;;;462;METER;;;;;"Eveniet qui minus voluptas aliquam minima ducimus numquam.";245;;;;;;;;
id-60;fam_0;;master_6_6_5,master_2_1_6;;1993-10-20;;;;;;;attr_opt_attr_639;;;;;;;;;;;;;;;;;"Qui occaecati quo quo.";;;;;;;;;;;;;;;;;;;;attr_opt_attr_156;;;;;;444;465;;;;;;;;;;;;;;;;;;2001-08-29;2007-02-15;1984-02-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Ipsam perferendis sit consequatur repellendus consequatur sed.";;;;;;;;;
id-61;fam_37;;master_6_1_6,master_6_2_2;;;;;;;;;;;;1;attr_opt_attr_341;;;;;;;;;;attr_opt_attr_06;attr_opt_attr_05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_561;;;;attr_opt_attr_965;;;;;;;;;;;attr_opt_attr_250;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;attr_opt_attr_645;
id-62;fam_17;;master_0_2_6,master_4_3_5;;;;;;"Dignissimos commodi nam repudiandae et.";;;;;;1;attr_opt_attr_343;954;0;0;;;attr_opt_attr_499;;;;;;;"Quo ab sit nisi enim eveniet.";;;;;;;;;;1993-06-23;;"Hello world!";;355;METER;;;;;attr_opt_attr_151;attr_opt_attr_597;attr_opt_attr_591;;;;975;683;;;;;;;176;973;;;;559;686;;;;;1983-01-26;;;;"Cupiditate nostrum quis et voluptas dolor.";;;;;373;;"In velit laudantium consequatur dolores.";;;attr_opt_attr_253;351;METER;;678;;;;;;;;603;attr_opt_attr_62;;;1;0;239;METER;290;"Doloribus omnis perferendis et occaecati non eligendi.";;;;;;;;;723;METER;;;752;364;;;1;;attr_opt_attr_648;
id-63;fam_38;;master_2_2_2,master_6_5_0;;;;;;;;;;458;METER;;;;;;;;;;;;;;;;;;;;;;;;;2015-11-24;;;;;;;;;;;;;;;;;;;;;;;;805;643;;;;;;;;;attr_opt_attr_563;;;;attr_opt_attr_969;;;;;;;;;;;;;;;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Alias culpa autem molestiae.";;290;75;;;;;;
id-64;fam_24;;master_4_2_3,master_3_5_5;;;;;;;;;;;;;;;;;;;;;;;;;;"Molestiae et similique aspernatur accusamus dignissimos molestiae et.";;;;;401;10;;;1973-06-23;;;;;;;;;;;attr_opt_attr_151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Tenetur quisquam fugiat unde.";;;;;;;;;;;;"Saepe illum eum quam amet.";;;;;;;;;;;431;;;;;;;;;;;;;;;;;;;;attr_opt_attr_645;
id-65;fam_23;;master_3_6_5,master_0_4_0;;2000-03-22;attr_opt_attr_520;;;;133;917;;;;0;attr_opt_attr_343;;;;;;;;;;;;;"Perspiciatis earum autem doloribus ut eos dolor.";;;;;;;;;;1990-03-12;;"Hello world!";;;;2015-02-27;1976-03-06;;;attr_opt_attr_150;;;;;;;;;;"Nulla consequatur doloremque sit vel.";937;445;"Exercitationem occaecati quos dolores numquam cum voluptatum voluptatibus veniam.";;;;;1975-06-09;;684;;;"Temporibus aut placeat quia ut.";attr_opt_attr_566;2011-01-02;;;attr_opt_attr_968;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;42;METER;1;1;;;"Ipsam dolor vel unde.";835;;;;;0;;attr_opt_attr_647;
id-66;fam_42;;master_6_5_1,master_4_4;1;;attr_opt_attr_523;;;;;;attr_opt_attr_637;51;METER;;;;;1;;;;;;;attr_opt_attr_06;attr_opt_attr_09;;"Impedit dolore quas dolorem ut nostrum.";;;;;;;;0;;1989-04-15;;;;;;;;1;0;;;;;;;860;480;;;"Non quo nihil maxime atque quia eveniet.";;;"Ea eligendi quaerat commodi quaerat reiciendis in.";;;705;278;;;836;"Illo et sed numquam doloribus.";;;;;1983-06-24;2011-05-05;;"Amet laboriosam quod tenetur doloribus eos et vitae.";;;176;METER;222;;;;;;515;METER;;;"Sit mollitia commodi quaerat accusantium facere saepe sit et.";"Perspiciatis eius nihil suscipit est et.";;;;;;;;658;METER;;;88;METER;992;;;;;;374;METER;1;1;247;METER;"Voluptas velit dolore id rerum ut similique itaque sequi.";338;848;963;;;;;;
id-67;fam_15;;master_1_4_1,master_1_5_4;;;attr_opt_attr_527;;1979-01-05;"Voluptas quidem in consequatur omnis quia voluptatum.";717;505;attr_opt_attr_630;;;;;627;;0;;;;;attr_opt_attr_212;;;;;"Iusto hic architecto quia enim.";;;;;901;275;;;;2003-11-29;;;;;;;;;;;;;99;333;;;;;;"Qui et consequuntur aut pariatur quia sunt voluptas.";;;;;;368;245;;786;;;;;;2014-02-22;;;;;;;267;METER;;;;364;METER;;663;METER;;;;;;;;;;;;911;METER;;;;;;;;;;2016-01-12;989;METER;1;1;;;"Ut recusandae qui voluptatem maxime voluptatem.";335;479;642;;;1;;;"Ad facilis quibusdam sequi occaecati autem eius adipisci."
id-68;fam_45;;master_3_0_0,master_3_4_0;;;;;;"Accusamus aut sequi aut laudantium.";;;;69;METER;1;attr_opt_attr_345;;1;;;;attr_opt_attr_499;;attr_opt_attr_216;;attr_opt_attr_01;attr_opt_attr_06;;"Fuga alias sed in architecto alias et at.";;;;;;;;;1978-12-05;;;;;453;METER;;;;;;attr_opt_attr_591;attr_opt_attr_593;180;659;;428;478;;;;;;"Incidunt ut neque non.";;;;;;477;415;"Quia facere delectus aut commodi.";;;;;;;;"Ratione ut necessitatibus autem dolore incidunt nesciunt cumque.";;;;;919;;;292;METER;attr_opt_attr_259;;;;874;;;"Dicta cum voluptatem autem voluptatibus voluptatum facere quo.";;;;;;attr_opt_attr_68;;;0;1;712;METER;;;;;;;;;;;;;"Exercitationem sint facilis rerum et aut facere voluptatem.";;786;561;;;0;;attr_opt_attr_647;
id-69;fam_42;;master_5_0_3,master_4_1_3;1;;;;;;;;attr_opt_attr_636;971;METER;;;;;;;;;;;;;;;"Nostrum odit quae officiis odio numquam.";;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Non et amet tenetur et magnam.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;368;;;;;;;;
id-70;fam_24;;master_1_6,master_5_1_0;;;;;;;;;;;;;;;;;;;;;;;;;;"Laudantium laudantium et sapiente dolores delectus illo.";;;;;31;551;;;1977-12-03;;;;;;;;;;;attr_opt_attr_155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Et quo sed ratione sunt totam ipsum.";;;;;;;;;;;;"Vero quod iure praesentium dicta.";;;;;;;;;;;873;;;;;;;;;;;;;;;;;;;;attr_opt_attr_641;
id-71;fam_25;;master_4_5,master_5_5_1;1;1992-03-01;;;;;652;464;;702;METER;0;attr_opt_attr_348;68;;1;;;;2002-05-04;attr_opt_attr_214;;attr_opt_attr_09;attr_opt_attr_01;;"Occaecati laborum consectetur corporis.";;;;;;;;;2016-04-27;2016-06-13;"Inventore non non doloribus nobis itaque quaerat.";;;882;METER;1991-12-17;2005-06-22;0;1;attr_opt_attr_155;attr_opt_attr_590;attr_opt_attr_595;99;548;;283;701;;;"Quis cupiditate aut alias est culpa modi.";;;;;;;;;397;;;;;;;;;;;;;;;;;;;;attr_opt_attr_257;;;;;;;"Laboriosam aut accusantium placeat beatae possimus impedit.";;;;;;;;;;;;;;;;;;1984-06-21;;;;;;;;;;;;;;;;"Quo adipisci sed recusandae."
id-72;fam_1;;master_2_3_0,master_3_3_0;;;attr_opt_attr_523;;;;;;;;;;attr_opt_attr_342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;224;;;;;;;;;;;;;;;;;;1981-04-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;748;METER;;;;;;;;;;;;;;;;;;657;;;;;;;attr_opt_attr_645;
id-73;fam_38;;master_5_5_2,master_0_3_0;;;;;;"Fugiat ipsa ratione illum natus rerum facilis.";;;;528;METER;;;;;0;;;;;;;attr_opt_attr_04;attr_opt_attr_02;;"Dolores doloremque nihil suscipit quaerat distinctio velit.";;;;;;;;0;;1978-10-18;;"Hello world!";;;;;;;;attr_opt_attr_158;;;;;;;;;;;821;739;;;;;;;348;67;;;;attr_opt_attr_568;1996-06-10;2010-07-20;1975-08-07;attr_opt_attr_968;"Ad unde quia accusantium itaque.";;;560;METER;716;;;196;METER;;;;;706;;;;;;;attr_opt_attr_918;;attr_opt_attr_60;180;METER;;;;;418;;;;;;948;METER;;1;44;METER;;754;222;591;;;1;;;
id-74;fam_18;;master_6_3_1,master_4;0;;;;;;;;attr_opt_attr_634;;;0;attr_opt_attr_344;889;;0;;;;;attr_opt_attr_211;;;;;"Ipsum consectetur sapiente aut cum molestias qui fugiat repellat.";;;;;;;;;;;;"Hello world!";;;;;;;;attr_opt_attr_152;attr_opt_attr_599;attr_opt_attr_594;;;;77;658;;519;;897;963;;663;627;;;;337;;;;;attr_opt_attr_563;2012-02-16;1977-06-16;2007-08-15;attr_opt_attr_965;;;;556;METER;;;;;;attr_opt_attr_259;;;;;;;"Eos quo praesentium consequuntur quia doloribus.";;;;;2;;;;1;0;;;;;;;;;;;1;;;;"Qui iste ullam qui aut earum.";;;;;;;;attr_opt_attr_649;
id-75;fam_0;;master_2_2_5,master_3_4_2;;1995-01-18;;;1977-03-20;"Et animi et odit.";;;attr_opt_attr_635;;;;;647;;0;;;;2002-08-14;;;attr_opt_attr_03;attr_opt_attr_04;;"Iusto numquam in at architecto eaque at vero.";;;;;;;;;;;"Repellat aut optio nobis qui quod.";"Hello world!";;;;;;0;0;attr_opt_attr_153;attr_opt_attr_591;attr_opt_attr_596;;;;276;638;;647;"Aut consequatur totam ut.";;;;;;140;636;1978-03-13;;;;;;attr_opt_attr_567;2009-08-29;;;;;;;;;;;;;;;;;;;"Unde autem non iste et ullam quam iure.";"Enim cumque eius ad tempora.";;;;630;;;;307;METER;;;143;METER;663;;;;;1998-02-28;;;;0;;;"Maxime impedit enim omnis dolorem totam quasi laudantium.";;;;;;;;;"Commodi modi inventore nam similique deserunt quam."
id-76;fam_25;;master_6_4_4,master_5_0_4;;;;attr_opt_attr_234;;"Quo velit exercitationem aut exercitationem ad et eum.";103;494;;;;1;attr_opt_attr_347;498;0;;;;attr_opt_attr_495;;attr_opt_attr_213;;attr_opt_attr_08;attr_opt_attr_09;;"Qui voluptates distinctio magnam ut.";;847;143;;;;;;1978-07-08;1987-03-19;"Sed nulla sint laborum et velit.";;;679;METER;;;1;1;attr_opt_attr_159;;;;;;542;813;;;;;;;;;257;244;;628;952;;;;;;;;;;;;;;;;;;;;;;;437;;;"Nisi consequuntur natus praesentium quos.";;;;;;;;;;;;;;;;;;2011-01-20;;;;;;;;;663;965;;;;;;
id-77;fam_26;;master_4_3_5,master_6_3_3;;;;;;"Molestiae et reprehenderit voluptatem debitis.";;;;;;;;;;;;;attr_opt_attr_493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;0;"Odio et sint odit asperiores.";;;;;;;;;;;;;;;;;;;;546;;;;;;;;377;;740;METER;;;;;;;;;;;;;;;;;;;;;;;;;;
id-78;fam_4;;master_3_1,master_2_0_5;;;;;;;726;508;attr_opt_attr_634;;;0;attr_opt_attr_348;657;;;;;;;attr_opt_attr_212;;;;;"Non commodi necessitatibus consequatur quo necessitatibus voluptates.";;;;;406;271;;;;;;;;;;2010-04-11;2016-04-29;;;;;;;;;;;;;"Dolorem sunt architecto ducimus necessitatibus inventore repellat.";766;614;;614;696;;;;513;949;;1;;;1980-02-29;1985-03-13;1984-11-01;;;;;;;;;;;;attr_opt_attr_250;623;METER;0;304;"Et a rem corporis iusto tempora earum.";"Impedit alias nobis et dolores inventore distinctio numquam.";;;;266;;728;;960;METER;;;21;METER;;"Sequi iusto non qui sequi ab et.";;;;;;;0;;;;;;64;744;;;0;;;
id-79;fam_13;;master_2_0_6,master_2_6_1;;;;attr_opt_attr_239;;;;;;;;;;;;;;;;;;;;;;"Delectus sed sint quia libero maxime.";;;;;;;;;2006-11-22;;;;;;;;;;;;;;;;;;;;;;;;;;;665;379;2008-01-29;;;;;;;;;;;;;;;;;;;;;attr_opt_attr_250;;;;;;;;;;;;;;;;1;0;844;METER;;;;;;;;;;;;;;;;;;;;;;
id-80;fam_8;;master_4_4_6,master_2_1_2;1;;attr_opt_attr_522;attr_opt_attr_231;;;;;attr_opt_attr_638;;;0;;749;0;1;;;attr_opt_attr_492;;;;attr_opt_attr_07;attr_opt_attr_07;;"Aut harum corporis in quaerat tempora vitae voluptatem.";;;;;;;;;;1975-08-03;;;;383;METER;1993-01-29;1999-01-10;0;1;attr_opt_attr_155;attr_opt_attr_596;attr_opt_attr_596;905;684;;107;92;;;;;;;;;249;983;2001-02-14;;221;;0;;;;1996-11-09;1996-02-24;;"Doloribus aut exercitationem velit et voluptate dolores.";;;289;METER;;;;867;METER;attr_opt_attr_251;920;METER;0;;;;"Omnis a est iure ut porro labore.";;;;;;attr_opt_attr_60;572;METER;;;;;;;;;;;;;;;;;;403;207;378;;;0;;;
id-81;fam_15;;master_0_2_6,master_5_4_6;;;attr_opt_attr_529;;1970-04-08;"Voluptas ea deleniti enim omnis earum sunt.";16;350;attr_opt_attr_634;;;;;242;;0;;;;;;;;;;"Aut odio dolorem officiis et voluptas.";;;;;762;666;;;2011-09-02;;;;;;;;;;;;;;354;619;;279;764;;;"Sapiente id minima ipsam sit quas.";;;;;;594;794;;512;427;"Expedita deleniti at est enim labore deserunt dolorem sequi.";;;;1980-09-13;;;;;;;605;METER;;;"Quia sunt at aut praesentium.";501;METER;;;;;141;;;"Velit omnis dolorem nihil neque natus.";;;172;;;attr_opt_attr_68;98;METER;;;775;METER;;;;;;1978-08-02;685;METER;;;;;"Unde quos perferendis eligendi sit.";175;;;;;;;;"Et optio esse quis odit."
