sku;family;attr_43-en_US-ecommerce;attr_43-en_US-ecommerce-unit;attr_43-en_US-print;attr_43-en_US-print-unit;attr_51;attr_51-unit;attr_94;attr_53;attr_23;attr_85;attr_87;attr_87-unit;attr_49;attr_40;attr_9;attr_17;attr_64;attr_64-unit;attr_29-USD;attr_93;attr_78;attr_10;attr_59-en_US;attr_80;attr_70-USD;attr_8;attr_5;attr_30;attr_18;attr_18-unit;attr_38-USD;attr_56-en_US;attr_56-en_US-unit;attr_60;attr_27;attr_13;attr_46;attr_3;attr_83-en_US-ecommerce;attr_83-en_US-print;attr_55;attr_57;attr_72;attr_96-USD;attr_76;attr_25;attr_21;attr_95;attr_95-unit;attr_7;categories;attr_50-USD;attr_84;attr_81;attr_32;attr_47-en_US;attr_20;attr_89;attr_52;attr_48-USD;attr_90;attr_28;attr_33-USD;attr_67;attr_88;attr_79;attr_66;attr_68;attr_54;attr_86;attr_0-USD;attr_75;attr_44;attr_44-unit;attr_62;attr_14-en_US;attr_58;attr_73;attr_92-en_US;attr_65;attr_39;attr_63;attr_98;attr_34;attr_34-unit;attr_99-ecommerce;attr_99-print;attr_45;attr_45-unit;attr_35;attr_82;attr_77;attr_6-en_US;attr_2;attr_37;attr_26;attr_69;attr_1;attr_1-unit;attr_11;attr_91-en_US-USD;attr_41;attr_22;attr_4;attr_61;attr_31;attr_16-en_US;attr_24;attr_36;attr_15;attr_15-unit;attr_74;attr_12;attr_71;attr_97;attr_19;attr_19-unit;attr_42
id-37;fam_4;;;;;;;attr_opt_attr_94157;;;attr_opt_attr_8584;;;;;1984-05-11;;643;METER;;0;;;;;;;;;917;METER;;;;;;352;;;;;;;;543;;attr_opt_attr_2536;;;;attr_opt_attr_752;master_4,master_5_0_6;713;;;;;;;;;"Tempora vero distinctio sed vel.";;970;;1;;;;;0;;;;;;;;;;;0;;;739;METER;;;270;METER;;attr_opt_attr_82185;;;;;"Praesentium rerum natus voluptate.";296;386;METER;;941;1978-02-27;;64;;;;;;;;;;1;;;;2004-10-24
id-38;fam_17;369;METER;713;METER;50;METER;attr_opt_attr_94184;attr_opt_attr_53175;;attr_opt_attr_85148;778;METER;;0;;;995;METER;276;1;;;;;166;1;;0;59;METER;;;;;1;350;449;attr_opt_attr_35;;;attr_opt_attr_5564;attr_opt_attr_575;;456;;attr_opt_attr_25108;641;510;METER;attr_opt_attr_783;master_4_4_0,master_2_6_5;322;;;;;;;;;;;;;;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id-39;fam_12;;;;;;;;;1999-07-07;;230;METER;;;;;476;METER;;;;;;951;294;1;;;;;735;;;attr_opt_attr_60131;1;;;;;;attr_opt_attr_5597;attr_opt_attr_57107;;752;;;343;;;;master_5_3_0,master_6_3_2;953;;;;attr_opt_attr_4741;;;;;;;;"Quam ad sunt aliquam et qui voluptatum.";;;;;attr_opt_attr_5469;1;861;;71;METER;;attr_opt_attr_14116;;1;;;;attr_opt_attr_6347;;669;METER;;;;;;attr_opt_attr_82191;;;;;"Recusandae nostrum ratione atque id commodi.";32;;;;;2004-05-11;;;0;;;;;;;;;;"Quia facilis sunt et totam qui nostrum qui.";;;
id-40;fam_13;970;METER;595;METER;671;METER;;attr_opt_attr_5331;;attr_opt_attr_85111;324;METER;;1;1972-04-26;;;;199;;;;;215;563;;;;;;;;;;;536;532;attr_opt_attr_320;;;attr_opt_attr_55102;attr_opt_attr_5752;;;;;742;;;;master_5_6,master_6_0_3;386;;;;;;"Dolores sint eius adipisci veniam illum voluptatem ut.";;346;;;;"Id perspiciatis doloribus recusandae asperiores harum delectus mollitia.";1;2006-05-17;;;;;;;;;;;attr_opt_attr_5879;0;;;0;;;;;;;225;METER;;attr_opt_attr_82106;0;;"Est quo et dolores deserunt cupiditate.";;"Quisquam ea commodi occaecati eos.";319;;;;;1982-05-10;;588;;;;;0;;;;;;"Ut non in consectetur sapiente omnis.";721;METER;1972-04-03
id-41;fam_10;;;;;;;;;;attr_opt_attr_858;241;METER;"Doloremque aut dolorem animi et voluptatem repellat recusandae.";;2005-02-19;669;983;METER;463;;;;;;267;1;;;836;METER;;;;;;;;attr_opt_attr_3196;;;;attr_opt_attr_5723;;;;;851;127;METER;;master_3_2_2,master_1_0_6;;;;;attr_opt_attr_47185;;"Aliquam vel ea repellendus sed.";;;"Temporibus adipisci non praesentium qui molestiae nesciunt quia.";;208;"Qui nesciunt consequatur tempora vel vel.";1;;;;;1;;;;;;attr_opt_attr_14176;attr_opt_attr_58169;0;1995-01-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;attr_opt_attr_12133;;;;;
id-42;fam_13;709;METER;532;METER;;;;attr_opt_attr_53167;;;282;METER;;;1974-05-04;335;;;523;0;;;;;862;;;;;;;;;;;529;;;;;attr_opt_attr_55175;attr_opt_attr_5721;;;;;833;;;;master_6_1_1,master_4_2;95;;;;;;;;263;;;;"Neque dolores et consequatur expedita.";0;2012-06-30;;;;;;;;;;;attr_opt_attr_589;0;;1;;;;;;;;634;METER;;attr_opt_attr_8210;0;;"At modi et officiis magnam beatae nulla.";;;654;;;;;1984-03-23;;152;;;;;0;;;;;;"Quibusdam deserunt ut consequatur impedit quidem nam.";384;METER;
id-43;fam_0;;;;;;;;attr_opt_attr_5375;;attr_opt_attr_85171;319;METER;;;;;268;METER;238;;;;;;418;;;;;;;;;;;;;;;;;attr_opt_attr_57147;;;;;118;;;attr_opt_attr_7165;master_6_4_2,master_6_3;;;;;;;;;;;;;"Molestiae similique ipsum dolor molestias qui sit sit et.";1;;;;;0;;;;;;;;0;1987-08-26;;;;;800;METER;;;;;;;;;"Illum laborum hic magnam iusto et.";attr_opt_attr_37129;;120;422;METER;;;;;;0;1;;;;876;METER;;attr_opt_attr_12134;1;;;;
id-44;fam_2;;;;;;;;;;;726;METER;"Repudiandae qui harum ut officiis.";0;1973-04-27;;;;249;1;;;;;;;;1;829;METER;;799;METER;;0;;296;attr_opt_attr_322;;;;;;;;attr_opt_attr_25140;;;;attr_opt_attr_7195;master_0_6_6,master_5_0_2;650;;;;attr_opt_attr_47108;;;;668;"Laudantium dolorem sed ut aut quo dolores minima.";;;"Odit non dolorum laboriosam nemo ut.";1;;;;;;;;;;;attr_opt_attr_1475;;;;1;;attr_opt_attr_63128;;;;;;132;METER;;;;;;attr_opt_attr_37144;;;559;METER;;;2011-01-01;;620;1;0;;0;0;;;;;;"Aut alias omnis nulla voluptatem vero.";;;1974-05-13
id-45;fam_2;590;METER;47;METER;;;;;;;441;METER;"Quidem ipsa repellendus est nisi fuga eum accusamus.";1;1989-05-20;;;;;1;;;;303;;1;;0;254;METER;;;;;1;;528;attr_opt_attr_3101;;;;;;509;;attr_opt_attr_25138;;;;;master_3_1_3,master_3_6_6;;;;;attr_opt_attr_478;;;;;"Laborum velit natus delectus sunt perferendis voluptatum nihil.";;;"Sunt aut quibusdam est rem.";1;;;;;;;;;;;;;0;1976-04-21;1;;attr_opt_attr_63177;;;;;;240;METER;;;;;;;;;950;METER;;;2007-12-05;;;0;;;;0;;;;;;"Rerum voluptas tenetur dicta incidunt provident vel.";;;1993-01-01
id-46;fam_16;714;METER;696;METER;;;attr_opt_attr_94155;;;;;;"Quidem tempora a doloribus eligendi aspernatur vel voluptate.";;;157;;;;;;;;;422;;;1;;;;;;;0;;215;;;;attr_opt_attr_5589;;"Ducimus quo fugiat delectus.";;;;506;;;attr_opt_attr_743;master_0_4_1,master_1_0;725;;;;attr_opt_attr_47188;;;;;"Amet laudantium cum dolores ducimus repudiandae repellendus nihil provident.";;;;1;;;;attr_opt_attr_5441;1;191;;;;;attr_opt_attr_14124;;1;1984-06-10;0;;;"Aut accusantium est et eum non commodi.";;;;;;;;attr_opt_attr_82129;0;;;;;505;;;;884;;;;0;0;;0;1;;;;;;;;;
id-47;fam_3;;;;;;;attr_opt_attr_94166;;1971-01-31;;;;"Eos est voluptatem dolores architecto.";;;41;726;METER;;;;;;;;;;1;;;589;;;attr_opt_attr_60114;1;;922;attr_opt_attr_3172;;;;attr_opt_attr_5710;;;;attr_opt_attr_25180;;;;attr_opt_attr_782;master_5_0,master_2_2_6;;;;;;;;;;"Id iusto quaerat veritatis incidunt quae in.";;52;;;1973-08-24;;"Nihil perspiciatis omnis quo et.";;;;;454;METER;;attr_opt_attr_1469;attr_opt_attr_5820;;1991-03-14;1;0;;;;;;;;;;attr_opt_attr_8236;1;;"Soluta alias modi quo rem.";attr_opt_attr_3758;;262;;;;265;;;;0;;;;;220;METER;;;;;;;1973-03-27
id-48;fam_11;;;;;;;attr_opt_attr_94159;;;attr_opt_attr_8589;;;;1;;852;;;819;;;;;;;;;0;;;89;;;;;;;;;;;;"Quia veritatis sint voluptatibus.";184;;;839;798;METER;;master_6_5_2,master_6_3_6;;;;;;;"Error ipsum voluptatibus fugiat ipsa id commodi sed.";;;;;;"Et doloribus autem aut ratione.";1;1996-08-31;;;attr_opt_attr_5439;0;895;;;;;;;0;;1;;;;610;METER;;;401;METER;;;;;;attr_opt_attr_3727;;;167;METER;;695;;;221;0;;;;;;;;;1;"Optio aut sunt quos totam vel maxime dolorum.";;;
id-49;fam_5;;;;;;;;attr_opt_attr_53121;;;;;"Ea et sed possimus voluptatem ut.";1;1973-07-18;;675;METER;;;;;;;;1;;1;;;356;1000;METER;;0;;915;;;;attr_opt_attr_5561;attr_opt_attr_57198;;298;;;;;;attr_opt_attr_756;master_3_3_4,master_6_4_0;363;;;;attr_opt_attr_4751;;"Quia beatae commodi adipisci provident laudantium.";;;"Est velit et culpa quod.";;;;;;;;attr_opt_attr_5420;;;;379;METER;;;;;1995-03-02;0;0;;;;;;;;;;attr_opt_attr_82146;1;;;;;;;;;500;;;715;1;0;;1;;;;;attr_opt_attr_12113;0;"Suscipit voluptates consequatur minus harum libero.";425;METER;
id-50;fam_5;;;;;340;METER;;attr_opt_attr_5361;;;;;"Harum repellat dolor sit rem dolor.";;2000-04-13;134;699;METER;963;;;;;;;1;;1;;;940;837;METER;;0;589;428;;;;attr_opt_attr_5579;attr_opt_attr_5769;;;;;;;;attr_opt_attr_7151;master_0_1,master_2_0_0;977;;;;attr_opt_attr_47109;;;;756;;;;;0;;;;;;;;;;;;attr_opt_attr_58171;;1998-08-03;0;1;;;;;;;24;METER;;;;;;;;;;;;637;;;;0;;;0;;;;;attr_opt_attr_1261;1;"Voluptatem ab qui neque.";887;METER;
id-51;fam_19;943;METER;860;METER;;;attr_opt_attr_9422;;1987-05-31;attr_opt_attr_85196;;;"Illum quo incidunt ut voluptas.";;;705;;;;;;;;508;;;;;912;METER;;;;attr_opt_attr_6084;0;516;;;;;;;;;;attr_opt_attr_2593;;506;METER;attr_opt_attr_7182;master_2_3_4,master_6_0_6;;;;;attr_opt_attr_4770;;;;955;"Nemo omnis ipsum numquam et odit.";;24;"Qui voluptatum temporibus sint qui molestiae voluptate reiciendis.";0;1980-09-17;;"Provident veniam magnam voluptatum officia.";;1;898;;340;METER;;attr_opt_attr_14106;attr_opt_attr_585;;;;;;;;;;;;;;attr_opt_attr_823;;;;;;;;;;132;;;;1;;;;;;;;;;;;;
id-52;fam_15;;;;;;;;attr_opt_attr_53140;2003-09-09;attr_opt_attr_8510;;;"Perspiciatis ratione et in at.";;;;;;838;;;;;918;;;;1;;;;915;METER;attr_opt_attr_60147;1;150;;;;;;;"Aliquam nulla labore quam est laudantium quod mollitia dolorum.";108;;;914;;;attr_opt_attr_7198;master_0_6_1,master_2_5_3;;;;;;;;;443;;;;;;;;"Omnis delectus omnis omnis ipsa sint sunt.";;;756;;;;;;;1;1988-02-08;;;;;481;METER;;;;;;attr_opt_attr_82121;;;;attr_opt_attr_3757;;;;;;991;1989-01-30;;43;0;1;;;;;;;attr_opt_attr_1232;;;;;
id-53;fam_11;;;;;;;attr_opt_attr_9491;;;attr_opt_attr_85126;;;;0;;;;;245;;;;;112;;;;;;;107;;;;;;;;;;;;"Aperiam excepturi sunt dicta iusto.";;;;;634;METER;;master_0_5_1,master_3_5_5;957;;;;;;"Minus vel fugit eaque.";;;;;;"Accusantium minima sed maxime libero nisi sit.";0;2007-05-01;;;;1;;;;;;;;0;;0;;;;;;;;893;METER;;;;;;attr_opt_attr_37161;;;349;METER;;;;;418;;;1990-04-17;1;;640;METER;;;1;"Voluptatem excepturi nisi velit cum.";;;1980-06-19
id-54;fam_9;444;METER;876;METER;;;attr_opt_attr_94115;attr_opt_attr_5373;1985-12-17;;;;;;;;;;748;;;;;;61;0;;0;;;;948;METER;;;;33;attr_opt_attr_312;;;;attr_opt_attr_57145;;;;;;350;METER;;master_5_0_2,master_4_5_2;;;;;attr_opt_attr_47163;;"In mollitia mollitia fugiat blanditiis odit repellat sunt voluptatem.";;228;;;;;1;2014-03-19;;"Voluptatibus aut odit est laborum et ad magni fugit.";;;;;756;METER;;;;1;1975-08-15;1;0;attr_opt_attr_6383;"Dolore ipsum consequatur quidem.";766;METER;;;359;METER;;;0;;"Amet ullam voluptatem quia perspiciatis illo hic nisi ducimus.";attr_opt_attr_3749;;;;;;;1973-01-21;;;;;;;;585;METER;;attr_opt_attr_1254;0;;;;
id-55;fam_8;;;;;;;;;;attr_opt_attr_8581;;;;;;;;;;;;;;371;;;;0;;;787;;;attr_opt_attr_60185;;539;;;;;;;;;;;648;987;METER;attr_opt_attr_7116;master_1_5_5,master_0_0;600;;;;;;"Aspernatur dignissimos dolores fugit quae similique nam aut.";;;"Ipsum harum suscipit illo ab unde ut.";;623;"Animi alias laboriosam et inventore aut voluptatibus.";;;;;attr_opt_attr_5419;1;;;;;;attr_opt_attr_14148;;;1987-08-02;;0;;;399;METER;;;;;;;;;;;"Veritatis et ipsam labore deleniti saepe debitis quae.";;386;METER;;;;;712;;;1989-09-28;0;;101;METER;;;0;"Asperiores doloremque eligendi dolores nam quis asperiores consequatur.";528;METER;
id-56;fam_0;;;;;337;METER;attr_opt_attr_9415;;2008-04-18;;658;METER;;;;;90;METER;;;;;;;559;;;;359;METER;;530;METER;;;;;;;;attr_opt_attr_55136;attr_opt_attr_57134;;;;;953;;;attr_opt_attr_7112;master_3_4,master_4_2_5;146;;;;;;"Consequuntur perferendis in tenetur illo.";;;;;;"Molestiae sunt assumenda impedit voluptas.";;2003-02-27;;;attr_opt_attr_54172;;;;;;;;attr_opt_attr_58101;1;1992-05-08;;1;attr_opt_attr_63150;;716;METER;;;;;;;;;"Voluptatem necessitatibus voluptas enim aut ipsam saepe.";;;849;;;;;;;;;0;;;0;676;METER;;;1;;;;
id-57;fam_11;;;;;;;attr_opt_attr_9490;;;;;;;0;;;;;52;;;;;902;;;;0;;;112;;;;;;;;;;;;"Minus perspiciatis ea iste et aut.";;;;8;531;METER;;master_4_6_4,master_6_4_5;545;;;;;;"Ipsum sint odio asperiores quia.";;;;;;"Aspernatur accusantium repellat error aut distinctio.";1;1976-12-05;;;attr_opt_attr_54136;0;503;;;;;;;;2005-05-10;0;;;;145;METER;;;826;METER;;;;;;attr_opt_attr_3759;;;775;METER;;174;;;132;1;;;0;;593;METER;;;1;"Quisquam dolores placeat omnis qui.";;;
id-58;fam_1;;;;;45;METER;attr_opt_attr_9446;;;attr_opt_attr_8559;396;METER;;1;1985-03-03;861;;;;;;;;536;;;;1;;;;;;attr_opt_attr_6093;;;;;;;;attr_opt_attr_57148;"Laboriosam illo provident qui nam.";;;attr_opt_attr_25190;;;;;master_1_1_1,master_0_1_6;;;;;attr_opt_attr_47197;;"Et quaerat commodi quas illum consequuntur.";;;"Est a aut enim quos.";;;;;;;"Voluptatem aut autem velit nihil cum.";;1;;;;;;;;;2001-11-25;;;;;;;;;;;;attr_opt_attr_8256;;;;attr_opt_attr_3738;"Maiores itaque illo sequi assumenda dolorem odit a.";;924;METER;;;;;;0;;1981-12-27;0;;;;;;0;"Placeat dicta aut repellendus unde ipsum ipsum.";279;METER;
id-59;fam_14;30;METER;829;METER;299;METER;;attr_opt_attr_5357;;attr_opt_attr_8542;;;;;;840;;;;0;;;;;;;;1;697;METER;;;;attr_opt_attr_6022;0;;;attr_opt_attr_3103;;;;;;;;attr_opt_attr_2598;104;;;;master_2_0_5,master_2_1_4;;;;;;;"Labore rem eos tenetur est.";;625;;;168;;;;;;;;;;;;;;attr_opt_attr_5830;1;1975-05-06;0;;;"Asperiores esse veritatis quis iusto quo.";;;;;;;;attr_opt_attr_82138;;;;attr_opt_attr_375;;132;;;;776;;;128;;;;;;;;;attr_opt_attr_12194;;;;;
id-60;fam_9;934;METER;321;METER;;;;attr_opt_attr_5357;1991-11-15;;;;;;;;;;608;1;;;;;;1;;;;;;33;METER;;;;209;attr_opt_attr_399;;;;attr_opt_attr_57126;;;;;23;369;METER;attr_opt_attr_7103;master_1_5_6,master_1_3_2;994;;;;;;"Eos eaque aut est voluptate voluptatibus impedit.";;;;;;;0;1982-11-03;;"Adipisci fuga quis laboriosam ut repellat quas sint.";;;;;47;METER;;;;1;2014-01-26;0;;attr_opt_attr_63180;"Neque quasi magnam beatae aspernatur.";915;METER;;;854;METER;;;;;"Velit nesciunt qui animi illum.";attr_opt_attr_3750;;;232;METER;;;1998-11-05;;;;;;;;794;METER;;attr_opt_attr_1224;;;;;
id-61;fam_3;476;METER;884;METER;;;attr_opt_attr_94198;;2015-07-17;;;;"Iure placeat quod aspernatur veniam numquam nulla ea.";;;;579;METER;;;;;;;;;;1;;;454;;;attr_opt_attr_6045;0;;;attr_opt_attr_310;;;attr_opt_attr_5583;attr_opt_attr_5749;;;;attr_opt_attr_2563;;;;attr_opt_attr_710;master_4_6_0,master_6_6;972;;;;;;;;;"Dignissimos tempore ea aut nihil omnis voluptatem consequatur.";;960;"Omnis id sapiente tenetur consectetur qui.";;1970-05-17;;"Nisi fuga suscipit reprehenderit veniam sed aut.";;;;;643;METER;;attr_opt_attr_14104;attr_opt_attr_5874;;1986-11-24;;;;;;;;;;;;attr_opt_attr_8270;;;"Aperiam est rerum molestiae qui veritatis dolores.";attr_opt_attr_370;;441;;;;368;;;;1;;;;;;;;;;;;;1992-08-25
id-62;fam_15;;;;;;;;attr_opt_attr_53104;1994-03-19;attr_opt_attr_8512;;;;;1994-12-27;;;;737;;;;;;72;;;0;;;;990;METER;attr_opt_attr_60131;0;358;;;;;;attr_opt_attr_5765;"Ipsa sunt consequatur vel debitis voluptatem sint.";338;;;932;117;METER;attr_opt_attr_727;master_4_4_0,master_3_0;;;;;;;;;886;;;;;;;;;;;346;;;;;;;;;;;;;126;METER;;;;;;attr_opt_attr_820;;;;attr_opt_attr_3758;"Reprehenderit dolorum exercitationem corrupti ullam omnis harum repudiandae.";;;;;;1980-07-01;;581;1;0;;;;;;;attr_opt_attr_1223;;;;;
id-63;fam_1;;;;;686;METER;attr_opt_attr_946;;;attr_opt_attr_85187;812;METER;;0;;;;;;;;;;372;;;;;;;;;;attr_opt_attr_6068;;297;;;;;;attr_opt_attr_575;"Eligendi porro assumenda facilis quaerat.";;;attr_opt_attr_2582;;;;;master_0_6_5,master_1_6_3;991;;;;attr_opt_attr_47137;;"Commodi asperiores vel aspernatur fugiat.";;;"Sed possimus non laboriosam harum.";;;;0;;;"Voluptas laudantium voluptatem eius ut.";;1;;;;;;attr_opt_attr_1474;;;;;;;;;;;;81;METER;;;;;;attr_opt_attr_3753;;;941;METER;;;;;;0;;;0;;33;METER;;;;;;;
id-64;fam_7;696;METER;748;METER;;;attr_opt_attr_94111;attr_opt_attr_53149;;;414;METER;"Quia enim amet commodi iusto atque rerum iusto laborum.";0;2006-06-21;780;;;;;;;;;;0;;0;;;;;;;;713;932;attr_opt_attr_3107;;;;attr_opt_attr_5747;;331;;attr_opt_attr_2580;;163;METER;attr_opt_attr_7123;master_5_5_3,master_0_6;22;;;;;;"Illo ullam aliquid optio magni voluptatem.";;;;;;;1;;;"Et magni quo et perferendis.";;;;;628;METER;;;;1;1999-08-17;;;attr_opt_attr_6376;"Voluptatem odio perferendis cum sed aliquid necessitatibus.";;;;;;;;attr_opt_attr_8278;0;;"Molestias nisi praesentium quibusdam repellendus est itaque.";;"Quia laudantium officiis id voluptates.";;;;;;1983-06-29;;;;1;;1;;701;METER;;;0;;;;2005-10-14
id-65;fam_8;;;;;;;;;;attr_opt_attr_8573;;;"Ut praesentium eius unde modi soluta.";1;;663;;;;;;;;666;;1;;1;;;;;;attr_opt_attr_60161;;333;;;;;;;;;;attr_opt_attr_25138;528;963;METER;attr_opt_attr_7192;master_2_3_6,master_3_5;331;;;;;;"Aut sit et vero aperiam voluptates fuga amet.";;;;;;"Delectus praesentium aut nesciunt similique iste omnis.";;;;;attr_opt_attr_54161;1;;;;;;attr_opt_attr_14167;;;2009-09-16;1;0;;;729;METER;;;;;;;;;;;"Quidem amet illum blanditiis omnis voluptatibus.";;763;METER;;;;;65;;1;1990-05-08;;;409;METER;;;0;"Nam quam laboriosam id.";423;METER;
id-66;fam_19;225;METER;988;METER;;;attr_opt_attr_9415;;2012-03-15;attr_opt_attr_8530;;;"Itaque et reprehenderit inventore dolor rerum amet sed.";;;758;89;METER;;;;;;234;;;;;124;METER;;;;attr_opt_attr_60169;;228;;attr_opt_attr_321;;;;attr_opt_attr_57130;;;;attr_opt_attr_25180;;305;METER;;master_2_6_5,master_1_2_3;;;;;attr_opt_attr_47195;;;;107;"Explicabo autem id ad saepe nemo fugiat a.";;116;"Non labore atque ex.";0;1987-10-22;;"Maxime molestiae est velit nobis sint.";attr_opt_attr_54147;1;;;898;METER;;attr_opt_attr_14154;attr_opt_attr_58149;0;;;;;;;;;;;;;attr_opt_attr_8251;;;;;;;;;;;;;;0;;;1;;;;;;;;;;
id-67;fam_4;;;;;;;attr_opt_attr_94144;attr_opt_attr_5362;1990-01-26;attr_opt_attr_8582;358;METER;;;1974-12-30;;328;METER;;0;;;;;;;;0;595;METER;682;513;METER;;;19;;;;;;;"Temporibus reprehenderit iusto explicabo nostrum eos et.";310;;;;;;;master_2_6_2,master_4_1_6;;;;;;;"Sunt ad commodi voluptatum qui est non eaque repellendus.";;;"Perferendis est ducimus accusamus qui ut.";;518;;0;;;;;0;;;;;;;;;;;1;;;852;METER;;;;;;attr_opt_attr_82106;;;;;"Voluptatem nobis velit animi nesciunt.";;37;METER;;962;2004-02-19;;114;;;;;;;;;;0;;;;2008-11-02
id-68;fam_17;;;;;72;METER;attr_opt_attr_9490;;;attr_opt_attr_85134;741;METER;"Molestiae sit possimus pariatur magnam eligendi omnis culpa.";0;2002-11-03;;199;METER;;0;;;;175;858;0;;1;455;METER;905;172;METER;;;854;30;attr_opt_attr_3161;;;attr_opt_attr_55139;attr_opt_attr_5763;;;;attr_opt_attr_25135;;687;METER;attr_opt_attr_766;master_0_0_1,master_0_6;364;;;;attr_opt_attr_4720;;"Et reprehenderit dolorem error minima hic.";;;;;;;;;;;;;784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;METER;;;;;;;
id-69;fam_16;797;METER;435;METER;;;attr_opt_attr_94187;;2011-12-13;;;;"Et impedit et corporis sed ducimus ea natus.";;;252;;;;;;;;;;;;0;;;;;;attr_opt_attr_6084;0;;;;;;attr_opt_attr_5562;;"Error quasi alias corporis eius consectetur sequi officiis.";;;attr_opt_attr_25111;;;;attr_opt_attr_789;master_1_4_6,master_6_6_3;390;;;;attr_opt_attr_47109;;;;;;;;;0;;;;attr_opt_attr_54172;0;876;;;;;attr_opt_attr_1421;;0;1989-10-18;1;;;"Sed perferendis consequatur quia quia.";;;;;;;;attr_opt_attr_8219;;;;;;;;;;646;;;;0;1;1975-02-03;0;0;373;METER;;;;;;;
id-70;fam_8;;;;;;;;;;attr_opt_attr_8599;;;"Numquam exercitationem dolorem amet fuga modi dolore quae.";0;;593;;;;;;;;;;1;;1;;;507;;;attr_opt_attr_609;;767;;;;;;;;;;attr_opt_attr_25171;261;;;attr_opt_attr_757;master_1_6_2,master_5_1_0;358;;;;;;"Nobis nesciunt delectus enim veritatis recusandae.";;;;;344;"Optio delectus ut sint nulla.";;;;;attr_opt_attr_54181;0;;;;;;attr_opt_attr_1460;;;1983-02-13;1;1;;;2;METER;;;;;;;;;;;;;;;;;;;297;;1;1996-04-11;;;298;METER;;;0;"Inventore necessitatibus corrupti inventore dolorum.";289;METER;
id-71;fam_11;;;;;;;attr_opt_attr_9428;;;attr_opt_attr_85157;;;;;;751;;;436;1;;;;429;;;;;;;28;;;;;;;;;;;;"Sit ad accusamus et sit.";;;;250;509;METER;;master_6_4_4,master_3_1_6;;;;;;;"Ratione assumenda iste voluptatem velit autem.";;;;;;;;2011-08-25;;;;;716;;;;;;;1;1993-09-14;0;;;;817;METER;;;147;METER;;;;;;;;;;;;380;;;945;0;;1985-01-28;;;816;METER;;;;"Est in iste repudiandae mollitia.";;;1990-08-05
id-72;fam_2;;;;;;;;;;;631;METER;"Eos est eveniet qui ut voluptate tempore at.";0;1996-12-18;;408;METER;;0;;;;;;;;0;538;METER;;603;METER;;1;;484;attr_opt_attr_3192;;;;attr_opt_attr_57138;;54;;;;;;attr_opt_attr_7142;master_0_2_0,master_5;980;;;;attr_opt_attr_47114;;;;;"Nobis atque ipsam quibusdam nostrum.";;;"Voluptatem ipsa explicabo animi et quam sapiente ut earum.";0;;;;;;;;;;;attr_opt_attr_14129;;1;1982-11-11;1;;attr_opt_attr_634;;;;;;969;METER;;;;;;attr_opt_attr_37158;;;;;;;2008-08-27;;141;0;0;;1;;;;;;;"Quis rerum quidem velit necessitatibus dolorem et aut aspernatur.";;;
id-73;fam_18;;;;;884;METER;attr_opt_attr_9475;attr_opt_attr_5349;2012-10-24;attr_opt_attr_851;;;;;;;923;METER;;;;;;516;194;1;;1;;;;;;;;;785;attr_opt_attr_3164;;;;;;304;;;;;;;master_2_6_5,master_0_3;;;;;;;"Perferendis consectetur sed nam sint voluptas qui ex cum.";;;;;767;"Dolorem sed explicabo similique rerum molestias ut.";1;1995-06-08;;;attr_opt_attr_5474;0;;;;;;;attr_opt_attr_58105;0;2011-02-11;0;1;;"Commodi repellat recusandae ut aut reiciendis dicta.";518;METER;;;389;METER;;;0;;"Vitae molestiae perspiciatis sit ea similique ut dolore.";attr_opt_attr_37109;;;;;;;;;;;;;;;;;;;1;;;;
id-74;fam_8;;;;;;;;;;attr_opt_attr_85125;;;"Cupiditate quis ducimus similique consequatur reiciendis natus.";0;;;;;;;;;;441;;0;;0;;;829;;;attr_opt_attr_60154;;391;;;;;;;;;;attr_opt_attr_25106;802;;;;master_2_5,master_3;870;;;;;;"Nam qui accusantium rem mollitia ullam quis aut.";;;"Quam sed eligendi aperiam deleniti laborum voluptatibus quae totam.";;58;;;;;;;0;;;;;;attr_opt_attr_1493;;;1971-09-27;0;0;;;858;METER;;;;;;;;;;;;;32;METER;;;;;;;;1979-09-19;;0;227;METER;;;0;"Id at qui qui eos ea et.";441;METER;
id-75;fam_3;827;METER;701;METER;;;attr_opt_attr_94177;;2015-10-01;;;;"Nihil accusantium rerum perferendis est sint illum.";;;523;;;;;;;;;;;;0;;;789;;;attr_opt_attr_60104;;;684;attr_opt_attr_3147;;;attr_opt_attr_5537;attr_opt_attr_5756;;;;attr_opt_attr_2535;;;;;master_6_0_6,master_5_1;994;;;;;;;;342;"Deleniti mollitia est voluptate debitis.";;153;;;1972-06-15;;"Eos dolorum est ea quia.";;;;;383;METER;;;attr_opt_attr_5813;;;1;1;;;;;;;;;;attr_opt_attr_8292;0;;"Dolorem ipsum molestiae nisi unde et cumque et.";attr_opt_attr_37177;;947;;;;983;;;;1;;;0;;767;METER;;;;;;;2005-07-08
